ID,Glottocode,Parameter_ID,Value,Coder,Source
mart1255-tam-split,mart1255,tam-split,False,AWM;HT,"dench1995martuthunira[100-101,110-111,136-152,221,65-67]"
mart1255-split-s,mart1255,split-s,False,AWM;HT,"dench1995martuthunira[100-101,110-111,136-152,221,65-67]"
mart1255-coargument-sensitivity flagging,mart1255,coargument-sensitivity flagging,no,AWM;HT,"dench1995martuthunira[100-101,110-111,136-152,221,65-67]"
mart1255-coargument-sensitivity indexing,mart1255,coargument-sensitivity indexing,no,AWM;HT,"dench1995martuthunira[100-101,110-111,136-152,221,65-67]"
mats1244-flagging,mats1244,flagging,True,AWM;HT,"fleck2003matses[240-241,244-248,273,281,446-447]"
mats1244-indexing,mats1244,indexing,True,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,446-447]"
mats1244-indexing-features,mats1244,indexing-features,person,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,446-447]"
mats1244-tam-split,mats1244,tam-split,False,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,445-447,844,851-852]"
mats1244-split-s,mats1244,split-s,False,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,445-447,844,851-852]"
mats1244-coargument-sensitivity flagging,mats1244,coargument-sensitivity flagging,no,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,445-447,844,851-852]"
mats1244-coargument-sensitivity indexing,mats1244,coargument-sensitivity indexing,no,AN;AWM;DI;HT,"fleck2003matses[240-241,244-248,273,281,445-447,844,851-852]"
maun1240-flagging,maun1240,flagging,False,HT,"singer2006agreement[102,36-37]"
maun1240-indexing,maun1240,indexing,True,AWM;HT,"singer2006agreement[102,36-37]"
maun1240-indexing-features,maun1240,indexing-features,person+number,AWM;HT,"singer2006agreement[102,36-37]"
maun1240-tam-split,maun1240,tam-split,False,AWM;HT,"curnow1999maung;donohue1998note;singer2006agreement[102,36-37,58]"
maun1240-split-s,maun1240,split-s,False,AWM;HT,"curnow1999maung;donohue1998note;singer2006agreement[102,36-37,58]"
maun1240-coargument-sensitivity flagging,maun1240,coargument-sensitivity flagging,no,AWM;HT,"curnow1999maung;donohue1998note;singer2006agreement[102,36-37,58]"
maun1240-coargument-sensitivity indexing,maun1240,coargument-sensitivity indexing,yes,AWM;HT,"curnow1999maung;donohue1998note;singer2006agreement[102,36-37,58]"
maxa1247-flagging,maxa1247,flagging,True,AWM,campos2009maxakali[158-159]
maxa1247-indexing,maxa1247,indexing,False,AWM,campos2009maxakali[158-159]
maxa1247-indexing-features,maxa1247,indexing-features,NA,AWM,campos2009maxakali[158-159]
maxa1247-tam-split,maxa1247,tam-split,False,AWM,campos2009maxakali[158-159]
maxa1247-split-s,maxa1247,split-s,True,AWM,campos2009maxakali[158-159]
maxa1247-coargument-sensitivity flagging,maxa1247,coargument-sensitivity flagging,no,AWM,campos2009maxakali[158-159]
maxa1247-coargument-sensitivity indexing,maxa1247,coargument-sensitivity indexing,no,AWM,campos2009maxakali[158-159]
maya1285-flagging,maya1285,flagging,True,DI,"norwood1997mayangna[20,27-30]"
maya1285-indexing,maya1285,indexing,True,DI,"norwood1997mayangna[20,27-30]"
maya1285-indexing-features,maya1285,indexing-features,person+number,DI,"norwood1997mayangna[20,27-30]"
maya1285-tam-split,maya1285,tam-split,False,DI,"norwood1997mayangna[20,27-30,33-34]"
maya1285-split-s,maya1285,split-s,False,DI,"norwood1997mayangna[20,27-30,33-34]"
maya1285-coargument-sensitivity flagging,maya1285,coargument-sensitivity flagging,no,DI,"norwood1997mayangna[20,27-30,33-34]"
maya1285-coargument-sensitivity indexing,maya1285,coargument-sensitivity indexing,no,DI,"norwood1997mayangna[20,27-30,33-34]"
meny1245-flagging,meny1245,flagging,True,AWM,whitehead2004reference[23-24]
meny1245-indexing,meny1245,indexing,True,AWM,whitehead2004reference[23-24]
meny1245-indexing-features,meny1245,indexing-features,person;person+number,AWM,whitehead2004reference[23-24]
meny1245-tam-split,meny1245,tam-split,False,AWM,"whitehead2004reference[103,23-24,94]"
meny1245-split-s,meny1245,split-s,False,AWM,"whitehead2004reference[103,23-24,94]"
meny1245-coargument-sensitivity flagging,meny1245,coargument-sensitivity flagging,no,AWM,"whitehead2004reference[103,23-24,94]"
meny1245-coargument-sensitivity indexing,meny1245,coargument-sensitivity indexing,no,AWM,"whitehead2004reference[103,23-24,94]"
mezo1235-flagging,mezo1235,flagging,False,DI,"veermanleichsenring1991metzontla[332,379]"
mezo1235-indexing,mezo1235,indexing,True,DI,"veermanleichsenring1991metzontla[332,379]"
mezo1235-indexing-features,mezo1235,indexing-features,person,DI,"veermanleichsenring1991metzontla[332,379]"
mezo1235-tam-split,mezo1235,tam-split,False,DI,"veermanleichsenring1991metzontla[111-112,128-130,152-154,332,379]"
mezo1235-split-s,mezo1235,split-s,True,DI,"veermanleichsenring1991metzontla[111-112,128-130,152-154,332,379]"
mezo1235-coargument-sensitivity flagging,mezo1235,coargument-sensitivity flagging,no,DI,"veermanleichsenring1991metzontla[111-112,128-130,152-154,332,379]"
mezo1235-coargument-sensitivity indexing,mezo1235,coargument-sensitivity indexing,no,DI,"veermanleichsenring1991metzontla[111-112,128-130,152-154,332,379]"
miam1252-flagging,miam1252,flagging,False,AWM,"costa2003miami[215-216,248]"
miam1252-indexing,miam1252,indexing,True,,"costa2003miami[215-216,248]"
miam1252-indexing-features,miam1252,indexing-features,?,,"costa2003miami[215-216,248]"
miam1252-tam-split,miam1252,tam-split,?,AWM,"costa2003miami[215-216,248]"
miam1252-split-s,miam1252,split-s,?,AWM,"costa2003miami[215-216,248]"
miam1252-coargument-sensitivity flagging,miam1252,coargument-sensitivity flagging,no,AWM,"costa2003miami[215-216,248]"
miam1252-coargument-sensitivity indexing,miam1252,coargument-sensitivity indexing,no,AWM,"costa2003miami[215-216,248]"
miri1266-flagging,miri1266,flagging,False,AWM,kofod1978miriwung[47]
miri1266-indexing,miri1266,indexing,True,AWM,kofod1978miriwung[47]
miri1266-indexing-features,miri1266,indexing-features,number;person;person+number,AWM,kofod1978miriwung[47]
miri1266-tam-split,miri1266,tam-split,False,AWM,"kofod1978miriwung[181-212,47]"
miri1266-split-s,miri1266,split-s,False,AWM,"kofod1978miriwung[181-212,47]"
miri1266-coargument-sensitivity flagging,miri1266,coargument-sensitivity flagging,no,AWM,"kofod1978miriwung[181-212,47]"
miri1266-coargument-sensitivity indexing,miri1266,coargument-sensitivity indexing,yes,AWM,"kofod1978miriwung[181-212,47]"
misk1235-flagging,misk1235,flagging,True,DI,"salamanca1988miskito[153-154,237,250-251]"
misk1235-indexing,misk1235,indexing,True,DI,"salamanca1988miskito[153-154,237,250-251]"
misk1235-indexing-features,misk1235,indexing-features,person,DI,"salamanca1988miskito[153-154,237,250-251]"
misk1235-tam-split,misk1235,tam-split,False,DI,"salamanca1988miskito[121-126,153-154,237,250-251]"
misk1235-split-s,misk1235,split-s,False,DI,"salamanca1988miskito[121-126,153-154,237,250-251]"
misk1235-coargument-sensitivity flagging,misk1235,coargument-sensitivity flagging,no,DI,"salamanca1988miskito[121-126,153-154,237,250-251]"
misk1235-coargument-sensitivity indexing,misk1235,coargument-sensitivity indexing,no,DI,"salamanca1988miskito[121-126,153-154,237,250-251]"
miya1260-flagging,miya1260,flagging,True,AWM;HT,pellard2010ogami[129-144]
miya1260-indexing,miya1260,indexing,False,AWM;HT,pellard2010ogami[129-144]
miya1260-indexing-features,miya1260,indexing-features,NA,AWM;HT,pellard2010ogami[129-144]
miya1260-tam-split,miya1260,tam-split,False,AWM;HT,pellard2010ogami[129-144]
miya1260-split-s,miya1260,split-s,False,AWM;HT,pellard2010ogami[129-144]
miya1260-coargument-sensitivity flagging,miya1260,coargument-sensitivity flagging,no,AWM;HT,pellard2010ogami[129-144]
miya1260-coargument-sensitivity indexing,miya1260,coargument-sensitivity indexing,no,AWM;HT,pellard2010ogami[129-144]
moch1259-flagging,moch1259,flagging,True,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-indexing,moch1259,indexing,False,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-indexing-features,moch1259,indexing-features,NA,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-tam-split,moch1259,tam-split,False,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-split-s,moch1259,split-s,False,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-coargument-sensitivity flagging,moch1259,coargument-sensitivity flagging,no,AWM,"eloranta2020mochica[146,157,180,228-229]"
moch1259-coargument-sensitivity indexing,moch1259,coargument-sensitivity indexing,no,AWM,"eloranta2020mochica[146,157,180,228-229]"
moha1258-flagging,moha1258,flagging,False,AN,"deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-indexing,moha1258,indexing,True,AN,"deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-indexing-features,moha1258,indexing-features,number;person;person+number;person+other,AN,"deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-tam-split,moha1258,tam-split,False,AN,"bonvillain1973mohawk[84-150];deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-split-s,moha1258,split-s,True,AN,"bonvillain1973mohawk[84-150];deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-coargument-sensitivity flagging,moha1258,coargument-sensitivity flagging,no,AN,"bonvillain1973mohawk[84-150];deering1976mohawk[56];hopkins1988mohawk[151,265]"
moha1258-coargument-sensitivity indexing,moha1258,coargument-sensitivity indexing,yes,AN,"bonvillain1973mohawk[84-150];deering1976mohawk[56];hopkins1988mohawk[151,265]"
mola1238-flagging,mola1238,flagging,True,AN;AWM,pharris2006molalla[197-200]
mola1238-indexing,mola1238,indexing,True,AN,pharris2006molalla[197-200]
mola1238-indexing-features,mola1238,indexing-features,person;person+number,AN,pharris2006molalla[197-200]
mola1238-tam-split,mola1238,tam-split,False,AN;AWM,"pharris2006molalla[167,188,197-200]"
mola1238-split-s,mola1238,split-s,False,AN;AWM,"pharris2006molalla[167,188,197-200]"
mola1238-coargument-sensitivity flagging,mola1238,coargument-sensitivity flagging,no,AN;AWM,"pharris2006molalla[167,188,197-200]"
mola1238-coargument-sensitivity indexing,mola1238,coargument-sensitivity indexing,no,AN;AWM,"pharris2006molalla[167,188,197-200]"
mose1249-flagging,mose1249,flagging,False,HT,"sakel2004moseten[117-119,195]"
mose1249-indexing,mose1249,indexing,True,DI;HT,"sakel2004moseten[117-119,195]"
mose1249-indexing-features,mose1249,indexing-features,gender;person+number,DI;HT,"sakel2004moseten[117-119,195]"
mose1249-tam-split,mose1249,tam-split,False,DI;HT,"sakel2004moseten[117-119,181-191,195]"
mose1249-split-s,mose1249,split-s,False,DI;HT,"sakel2004moseten[117-119,181-191,195]"
mose1249-coargument-sensitivity flagging,mose1249,coargument-sensitivity flagging,no,DI;HT,"sakel2004moseten[117-119,181-191,195]"
mose1249-coargument-sensitivity indexing,mose1249,coargument-sensitivity indexing,yes,DI;HT,"sakel2004moseten[117-119,181-191,195]"
movi1243-flagging,movi1243,flagging,True,DI;MV,haude2011argument;haude2023pc
movi1243-indexing,movi1243,indexing,True,DI;MV,haude2011argument;haude2023pc
movi1243-indexing-features,movi1243,indexing-features,person,DI;MV,haude2011argument;haude2023pc
movi1243-tam-split,movi1243,tam-split,False,DI;MV,haude2011argument;haude2023pc
movi1243-split-s,movi1243,split-s,False,DI;MV,haude2011argument;haude2023pc
movi1243-coargument-sensitivity flagging,movi1243,coargument-sensitivity flagging,no,DI;MV,haude2011argument;haude2023pc
movi1243-coargument-sensitivity indexing,movi1243,coargument-sensitivity indexing,no,DI;MV,haude2011argument;haude2023pc
mull1237-flagging,mull1237,flagging,False,HT,"cahir2006verb[25,27]"
mull1237-indexing,mull1237,indexing,True,HT,"cahir2006verb[25,27]"
mull1237-indexing-features,mull1237,indexing-features,person+number,HT,"cahir2006verb[25,27]"
mull1237-tam-split,mull1237,tam-split,False,HT,"cahir2006verb[103,126,24-27,30,52,87-88]"
mull1237-split-s,mull1237,split-s,False,HT,"cahir2006verb[103,126,24-27,30,52,87-88]"
mull1237-coargument-sensitivity flagging,mull1237,coargument-sensitivity flagging,no,HT,"cahir2006verb[103,126,24-27,30,52,87-88]"
mull1237-coargument-sensitivity indexing,mull1237,coargument-sensitivity indexing,no,HT,"cahir2006verb[103,126,24-27,30,52,87-88]"
mund1330-flagging,mund1330,flagging,True,DI,"gomes2006munduruku[24,243,86]"
mund1330-indexing,mund1330,indexing,True,DI,"gomes2006munduruku[24,243,86]"
mund1330-indexing-features,mund1330,indexing-features,person+number,DI,"gomes2006munduruku[24,243,86]"
mund1330-tam-split,mund1330,tam-split,True,DI,"gomes2006munduruku[101,24,243,27,47-52,61-62,86]"
mund1330-split-s,mund1330,split-s,True,DI,"gomes2006munduruku[101,24,243,27,47-52,61-62,86]"
mund1330-coargument-sensitivity flagging,mund1330,coargument-sensitivity flagging,no,DI,"gomes2006munduruku[101,24,243,27,47-52,61-62,86]"
mund1330-coargument-sensitivity indexing,mund1330,coargument-sensitivity indexing,yes,DI,"gomes2006munduruku[101,24,243,27,47-52,61-62,86]"
muni1258-flagging,muni1258,flagging,True,DI,"proyecto2009muniche[15,20,8-9]"
muni1258-indexing,muni1258,indexing,True,DI,"proyecto2009muniche[15,20,8-9]"
muni1258-indexing-features,muni1258,indexing-features,person;person+number,DI,"proyecto2009muniche[15,20,8-9]"
muni1258-tam-split,muni1258,tam-split,False,DI,"gibson1996munichi[60-62];proyecto2009muniche[15-24,8-9]"
muni1258-split-s,muni1258,split-s,False,DI,"gibson1996munichi[60-62];proyecto2009muniche[15-24,8-9]"
muni1258-coargument-sensitivity flagging,muni1258,coargument-sensitivity flagging,no,DI,"gibson1996munichi[60-62];proyecto2009muniche[15-24,8-9]"
muni1258-coargument-sensitivity indexing,muni1258,coargument-sensitivity indexing,no,DI,"gibson1996munichi[60-62];proyecto2009muniche[15-24,8-9]"
murl1244-flagging,murl1244,flagging,True,DI,"arensen1982murle[48-49,89-91]"
murl1244-indexing,murl1244,indexing,True,DI,"arensen1982murle[48-49,89-91]"
murl1244-indexing-features,murl1244,indexing-features,person+number,DI,"arensen1982murle[48-49,89-91]"
murl1244-tam-split,murl1244,tam-split,False,DI,"arensen1982murle[48-49,59-61,89-91]"
murl1244-split-s,murl1244,split-s,False,DI,"arensen1982murle[48-49,59-61,89-91]"
murl1244-coargument-sensitivity flagging,murl1244,coargument-sensitivity flagging,no,DI,"arensen1982murle[48-49,59-61,89-91]"
murl1244-coargument-sensitivity indexing,murl1244,coargument-sensitivity indexing,no,DI,"arensen1982murle[48-49,59-61,89-91]"
murr1258-flagging,murr1258,flagging,True,AN,mansfield2019murrinhpatha[181-183]
murr1258-indexing,murr1258,indexing,True,AN,mansfield2019murrinhpatha[181-183]
murr1258-indexing-features,murr1258,indexing-features,person+number,AN,mansfield2019murrinhpatha[181-183]
murr1258-tam-split,murr1258,tam-split,False,AN,"mansfield2019murrinhpatha[122,142,144,181-183]"
murr1258-split-s,murr1258,split-s,False,AN,"mansfield2019murrinhpatha[122,142,144,181-183]"
murr1258-coargument-sensitivity flagging,murr1258,coargument-sensitivity flagging,no,AN,"mansfield2019murrinhpatha[122,142,144,181-183]"
murr1258-coargument-sensitivity indexing,murr1258,coargument-sensitivity indexing,no,AN,"mansfield2019murrinhpatha[122,142,144,181-183]"
muru1274-flagging,muru1274,flagging,True,HT,"wojtylak2017murui[154-155,159,273-274,278,282]"
muru1274-indexing,muru1274,indexing,True,HT,"wojtylak2017murui[154-155,159,273-274,278,282]"
muru1274-indexing-features,muru1274,indexing-features,person+number,HT,"wojtylak2017murui[154-155,159,273-274,278,282]"
muru1274-tam-split,muru1274,tam-split,False,HT,"wojtylak2017murui[154-156,159,273-274,276,278,282,320]"
muru1274-split-s,muru1274,split-s,False,HT,"wojtylak2017murui[154-156,159,273-274,276,278,282,320]"
muru1274-coargument-sensitivity flagging,muru1274,coargument-sensitivity flagging,no,HT,"wojtylak2017murui[154-156,159,273-274,276,278,282,320]"
muru1274-coargument-sensitivity indexing,muru1274,coargument-sensitivity indexing,no,HT,"wojtylak2017murui[154-156,159,273-274,276,278,282,320]"
muts1243-flagging,muts1243,flagging,True,HT,"okrand1977mutsun[144-145,150,165,171-174]"
muts1243-indexing,muts1243,indexing,False,HT,"okrand1977mutsun[144-145,150,165,171-174]"
muts1243-indexing-features,muts1243,indexing-features,NA,HT,"okrand1977mutsun[144-145,150,165,171-174]"
muts1243-tam-split,muts1243,tam-split,False,HT,"okrand1977mutsun[144-145,150,165,171-174,204,206]"
muts1243-split-s,muts1243,split-s,False,HT,"okrand1977mutsun[144-145,150,165,171-174,204,206]"
muts1243-coargument-sensitivity flagging,muts1243,coargument-sensitivity flagging,no,HT,"okrand1977mutsun[144-145,150,165,171-174,204,206]"
muts1243-coargument-sensitivity indexing,muts1243,coargument-sensitivity indexing,no,HT,"okrand1977mutsun[144-145,150,165,171-174,204,206]"
naka1260-flagging,naka1260,flagging,False,AWM,"eather2011nakkara[1,97]"
naka1260-indexing,naka1260,indexing,True,AN,"eather2011nakkara[1,97]"
naka1260-indexing-features,naka1260,indexing-features,number;number+gender;other;person+number,AN,"eather2011nakkara[1,97]"
naka1260-tam-split,naka1260,tam-split,False,AN;AWM,"eather2011nakkara[1,117,190-210,97]"
naka1260-split-s,naka1260,split-s,False,AN;AWM,"eather2011nakkara[1,117,190-210,97]"
naka1260-coargument-sensitivity flagging,naka1260,coargument-sensitivity flagging,no,AN;AWM,"eather2011nakkara[1,117,190-210,97]"
naka1260-coargument-sensitivity indexing,naka1260,coargument-sensitivity indexing,yes,AN;AWM,"eather2011nakkara[1,117,190-210,97]"
nama1264-flagging,nama1264,flagging,True,AWM,hagman1977nama[75-80]
nama1264-indexing,nama1264,indexing,True,AWM,hagman1977nama[75-80]
nama1264-indexing-features,nama1264,indexing-features,person+number,AWM,hagman1977nama[75-80]
nama1264-tam-split,nama1264,tam-split,False,AWM,"hagman1977nama[109,75-80]"
nama1264-split-s,nama1264,split-s,False,AWM,"hagman1977nama[109,75-80]"
nama1264-coargument-sensitivity flagging,nama1264,coargument-sensitivity flagging,no,AWM,"hagman1977nama[109,75-80]"
nama1264-coargument-sensitivity indexing,nama1264,coargument-sensitivity indexing,no,AWM,"hagman1977nama[109,75-80]"
nant1250-flagging,nant1250,flagging,False,DI,michael2008nanti[346]
nant1250-indexing,nant1250,indexing,True,DI,michael2008nanti[346]
nant1250-indexing-features,nant1250,indexing-features,person,DI,michael2008nanti[346]
nant1250-tam-split,nant1250,tam-split,False,DI,"michael2008nanti[267,346]"
nant1250-split-s,nant1250,split-s,False,DI,"michael2008nanti[267,346]"
nant1250-coargument-sensitivity flagging,nant1250,coargument-sensitivity flagging,no,DI,"michael2008nanti[267,346]"
nant1250-coargument-sensitivity indexing,nant1250,coargument-sensitivity indexing,no,DI,"michael2008nanti[267,346]"
nara1262-flagging,nara1262,flagging,False,AWM,"elnur2016nara[42,51]"
nara1262-indexing,nara1262,indexing,True,AWM,"elnur2016nara[42,51]"
nara1262-indexing-features,nara1262,indexing-features,person+number,AWM,"elnur2016nara[42,51]"
nara1262-tam-split,nara1262,tam-split,False,AWM,"elnur2016nara[42,51]"
nara1262-split-s,nara1262,split-s,False,AWM,"elnur2016nara[42,51]"
nara1262-coargument-sensitivity flagging,nara1262,coargument-sensitivity flagging,no,AWM,"elnur2016nara[42,51]"
