ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
cher1273-273,cher1273,cher1273-stii-1-2du-s-a-p-indexing-marker,-1,simple,P,2du,A,3.non-sg.inanim,any,INV,non-exemplar,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-274,cher1273,cher1273-tii-1pl-incl-s-a-indexing-marker,-1,NA,S,1pl.incl,NA,NA,any,NA,any,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-275,cher1273,cher1273-tii-1pl-incl-s-a-indexing-marker,-1,simple,A,1pl.incl,P,3sg.anim,any,none,any,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-276,cher1273,cher1273-tii-1pl-incl-s-a-indexing-marker,-1,simple,A,1pl.incl,P,3.non-sg.anim,any,none,any,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-277,cher1273,cher1273-tii-1pl-incl-s-a-indexing-marker,-1,simple,A,1pl.incl,P,3sg.inanim,any,none,non-exemplar,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-278,cher1273,cher1273-tii-1pl-incl-s-a-indexing-marker,-1,simple,A,1pl.incl,P,3.non-sg.inanim,any,none,non-exemplar,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-279,cher1273,cher1273-vv-1sgp-indexing-marker,-3,simple,P,1sg,A,3.non-sg.anim,any,INV,any,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
cher1273-280,cher1273,cher1273-vv-1sgp-indexing-marker,-3,simple,P,1sg,A,3.non-sg.inanim,any,INV,non-exemplar,default,,king1975grammar[46-47];montgomeryanderson2008cherokee[168-203],"There are two predicate classes which have different sets of markers for S and A>P. We coded only one because the alignment is the same, and the distinction is not stative vs. active.",AN
chim1301-4,chim1301,chim1301-cha-1plp-set-ii-indexing-marker,-1,simple,P,1pl,A,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-5,chim1301,chim1301-cha-1plp-set-ii-indexing-marker,-1,simple,P,1pl,A,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-6,chim1301,chim1301-cha-1plp-set-ii-indexing-marker,-1,NA,S,1pl,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-7,chim1301,chim1301-chu-1sgp-set-ii-indexing-marker,-1,simple,P,1sg,A,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-8,chim1301,chim1301-chu-1sgp-set-ii-indexing-marker,-1,NA,S,1sg,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-9,chim1301,chim1301-chu-1sgp-set-ii-indexing-marker,-1,simple,P,1sg,A,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-10,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,NA,S,3pl,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-11,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,simple,A,3pl,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-12,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,simple,A,3pl,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-13,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,NA,S,3pl,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-14,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,NA,S,3sg,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-15,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,simple,A,3sg,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-16,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,simple,A,3sg,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-17,chim1301,chim1301-h-i-3s-a-p-set-iandii-indexing-marker,-1,NA,S,3sg,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-18,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,NA,S,2sg,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-19,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,NA,S,2sg,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-20,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,A,2sg,P,1sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-21,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,A,2sg,P,1pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-22,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,A,2sg,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-23,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,A,2sg,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-24,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,P,2sg,A,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-25,chim1301,chim1301-m-i-2sgs-a-p-set-iandii-indexing-marker,-1,simple,P,2sg,A,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-26,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,NA,S,2pl,NA,NA,any,NA,non-exemplar,stative,,jany2009chimariko;mithun2012core,,AWM
chim1301-27,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,NA,S,2pl,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-28,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,A,2pl,P,1sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-29,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,A,2pl,P,1pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-30,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,A,2pl,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-31,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,A,2pl,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-32,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,P,2pl,A,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-33,chim1301,chim1301-qha-2pls-a-p-set-iandii-indexing-marker,-1,simple,P,2pl,A,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-34,chim1301,chim1301-ya-1pls-a-set-i-indexing-marker,-1,NA,S,1pl,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-35,chim1301,chim1301-ya-1pls-a-set-i-indexing-marker,-1,simple,A,1pl,P,2sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-36,chim1301,chim1301-ya-1pls-a-set-i-indexing-marker,-1,simple,A,1pl,P,2pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-37,chim1301,chim1301-ya-1pls-a-set-i-indexing-marker,-1,simple,A,1pl,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-38,chim1301,chim1301-ya-1pls-a-set-i-indexing-marker,-1,simple,A,1pl,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-39,chim1301,chim1301-i-y-1sgs-a-set-i-indexing-marker,-1,NA,S,1sg,NA,NA,any,NA,any,active,,jany2009chimariko;mithun2012core,,AWM
chim1301-40,chim1301,chim1301-i-y-1sgs-a-set-i-indexing-marker,-1,simple,A,1sg,P,2sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-41,chim1301,chim1301-i-y-1sgs-a-set-i-indexing-marker,-1,simple,A,1sg,P,2pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-42,chim1301,chim1301-i-y-1sgs-a-set-i-indexing-marker,-1,simple,A,1sg,P,3sg,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1301-43,chim1301,chim1301-i-y-1sgs-a-set-i-indexing-marker,-1,simple,A,1sg,P,3pl,any,none,any,default,,jany2009chimariko;mithun2012core,,AWM
chim1309-4,chim1309,chim1309-1du-ngk-re-indexing-marker,1,simple,S,1du,NA,NA,any,NA,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-5,chim1309,chim1309-1du-ngk-re-indexing-marker,1,simple,A,1du,P,any,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]","The use of this morpheme in the local scenario (1>2) is unconfirmed. However, the inverse scenario examples (SAP>1/2) all take different suffixes, and there is no such list for the local scenarios, so it is assumed that there is straightforward subject indexing.",DI
chim1309-6,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3sg-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-7,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3du-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-8,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3pl-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-9,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3sg-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-10,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3du-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-11,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1du,A,3pl-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-12,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3sg-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-13,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3du-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-14,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3pl-high,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-15,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3sg-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-16,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3du-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-17,chim1309,chim1309-1du-pl-p-nu-ra-indexing-marker,1,simple,P,1pl,A,3pl-low,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-18,chim1309,chim1309-1pl-ngk-re-mb-re-indexing-marker,1,simple,S,1pl,NA,NA,any,NA,any,default,,"trillos1996chimila[123-125,143,149-150,173]",,DI
chim1309-19,chim1309,chim1309-1pl-ngk-re-mb-re-indexing-marker,1,simple,A,1pl,P,any,any,none,any,default,,"trillos1996chimila[123-125,143,149-150,173]","The use of this morpheme in the local scenario (1>2) is unconfirmed. However, the inverse scenario examples (SAP>1/2) all take different suffixes, and there is no such list for the local scenarios, so it is assumed that there is straightforward subject indexing.",DI
